X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X29,X30,X32,X34,X37,X39,X41,X42,X44,X45,X47,X48,X49,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X277,X279,X280,Y
0.15550756,0.6683261,0.0,7.0,0.0,0.075593956,0.41137764,0.0,5.0,0.0,0.060475163,0.37843227,5.0,0.0,0.088552915,0.3926136,0.0,3.0,0.0,0.015118791,0.48939988,-3.0,5.0,0.0,0.07991361,0.39446273,4.0,0.0,0.23797336,3.0,0.20061994,3.0,0.041036718,0.19837517,1.0,0.0,0.27067727,-3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,346.0,0.0,0.0,0.0,0.0
16.593575,19.671364,1.0,144.0,10.0,6.5124497,11.051215,0.0,111.0,2.0,5.8257027,11.001102,111.0,1.0,13.765462,15.6414,1.0,112.0,9.0,0.686747,14.777326,-104.0,111.0,0.0,0.015261044,0.13505924,2.0,0.0,0.08483692,2.0,0.08483692,2.0,0.015261044,0.13505924,2.0,0.0,0.12024072,-2.0,2.0,6.0,1.0,5.0,6.0,-4.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,0.0,1.0
0.37869823,1.0817565,0.0,4.0,0.0,0.03550296,0.21465512,0.0,2.0,0.0,0.03550296,0.21465512,2.0,0.0,0.3668639,1.0582291,0.0,4.0,0.0,0.0,0.26646936,-1.0,2.0,0.0,0.10650887,0.3084878,1.0,0.0,0.07669516,1.0,0.07669516,1.0,0.10650887,0.3084878,1.0,0.0,0.10878566,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1128.0,0.0,0.0,0.0,0.0
49.442368,112.620125,1.0,849.0,9.0,20.445482,62.61939,0.0,506.0,2.0,19.221184,62.536453,506.0,1.0,38.274143,85.50852,1.0,574.0,7.0,1.2242991,78.975365,-474.0,506.0,0.0,1.0747664,2.2341206,16.0,0.0,1.340165,13.0,1.3320153,13.0,0.95015574,1.9263725,14.0,0.0,1.7894533,-11.0,13.0,75.0,75.0,0.0,75.0,75.0,5.0,5.0,0.0,5.0,5.0,15.0,0.0,0.0,0.0,0.0,5.0
122.81293,109.9611,0.0,1069.0,89.0,44.894543,74.54753,0.0,1046.0,12.0,42.81889,74.72735,1046.0,9.0,114.79688,101.55803,0.0,1047.0,84.0,2.0756533,111.18134,-1027.0,1046.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,33.0,0.0,33.0,33.0,0.0,0.0,0.0,0.0,0.0,10.0,1020.0,0.0,0.0,0.0,6.0
56.512093,77.44283,0.0,438.0,32.0,19.29653,49.221344,0.0,432.0,0.0,18.96635,49.304424,432.0,0.0,55.904312,76.86408,0.0,438.0,31.0,0.33017877,72.22775,-426.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,22.0,4334.0,0.0,0.0,0.0,0.0
43.435825,75.590485,0.0,634.0,20.0,15.9985895,44.56087,0.0,473.0,2.0,15.469676,44.685085,473.0,1.0,40.97179,70.30784,0.0,479.0,18.0,0.528914,62.134968,-461.0,473.0,0.0,0.1932299,0.4576994,2.0,0.0,0.28647503,2.0,0.27788836,2.0,0.17630465,0.42978317,2.0,0.0,0.40444887,-2.0,2.0,8.0,8.0,0.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,5.0,6419.0,0.0,0.0,0.0,22.0
10.63066,17.882992,1.0,259.0,5.0,4.018276,10.39679,0.0,235.0,1.0,3.8172395,10.297346,235.0,1.0,9.776869,16.073494,1.0,192.0,5.0,0.20103656,13.948867,-229.0,217.0,0.0,0.25177306,0.90380377,14.0,0.0,0.5067316,12.0,0.504216,12.0,0.233497,0.85471106,13.0,0.0,0.6747285,-10.0,12.0,68.0,0.0,17.0,66.0,-17.0,3.0,0.0,1.0,3.0,-1.0,60.0,0.0,0.0,0.0,0.0,0.0
122.81293,109.9611,0.0,1069.0,89.0,44.894543,74.54753,0.0,1046.0,12.0,42.81889,74.72735,1046.0,9.0,114.79688,101.55803,0.0,1047.0,84.0,2.0756533,111.18134,-1027.0,1046.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,990.0,0.0,0.0,0.0,0.0
122.81293,109.9611,0.0,1069.0,89.0,44.894543,74.54753,0.0,1046.0,12.0,42.81889,74.72735,1046.0,9.0,114.79688,101.55803,0.0,1047.0,84.0,2.0756533,111.18134,-1027.0,1046.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.0,21.0,62.0,82.0,-41.0,0.0,0.0,0.0,0.0,0.0,32.0,450.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2096.0,0.0,0.0,0.0,0.0
0.37869823,1.0817565,0.0,4.0,0.0,0.03550296,0.21465512,0.0,2.0,0.0,0.03550296,0.21465512,2.0,0.0,0.3668639,1.0582291,0.0,4.0,0.0,0.0,0.26646936,-1.0,2.0,0.0,0.10650887,0.3084878,1.0,0.0,0.07669516,1.0,0.07669516,1.0,0.10650887,0.3084878,1.0,0.0,0.10878566,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,358.0,0.0,0.0,0.0,0.0
10.63066,17.882992,1.0,259.0,5.0,4.018276,10.39679,0.0,235.0,1.0,3.8172395,10.297346,235.0,1.0,9.776869,16.073494,1.0,192.0,5.0,0.20103656,13.948867,-229.0,217.0,0.0,0.25177306,0.90380377,14.0,0.0,0.5067316,12.0,0.504216,12.0,0.233497,0.85471106,13.0,0.0,0.6747285,-10.0,12.0,13.0,13.0,0.0,13.0,13.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,9.0
3.1176472,2.6095378,0.0,10.0,2.0,1.6470588,1.1852612,0.0,4.0,2.0,1.0588236,1.1616716,4.0,1.0,1.5882353,1.1406306,0.0,4.0,2.0,0.5882353,0.97370267,-1.0,2.0,0.0,0.1764706,0.38122004,1.0,0.0,0.23529412,1.0,0.23529412,1.0,0.1764706,0.38122004,1.0,0.0,0.34299716,-1.0,1.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,37.0,223.0,0.0,0.0,0.0,1.0
8.154285,19.684778,0.0,127.0,3.0,3.2742858,11.023309,0.0,87.0,1.0,3.0228572,11.06033,87.0,0.0,7.2914286,18.82341,0.0,115.0,2.0,0.25142857,14.72043,-84.0,87.0,0.0,0.41714287,2.0487607,18.0,0.0,1.4370492,18.0,1.4345702,18.0,0.37142858,2.0352006,18.0,0.0,2.0423756,-18.0,18.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,8317.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,166.0,0.0,0.0,0.0,0.0
0.125,0.3307189,0.0,1.0,0.0,0.05,0.21794495,0.0,1.0,0.0,0.05,0.21794495,1.0,0.0,0.125,0.3307189,0.0,1.0,0.0,0.0,0.31622776,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,280.0,0.0,0.0,0.0,2.0
43.435825,75.590485,0.0,634.0,20.0,15.9985895,44.56087,0.0,473.0,2.0,15.469676,44.685085,473.0,1.0,40.97179,70.30784,0.0,479.0,18.0,0.528914,62.134968,-461.0,473.0,0.0,0.1932299,0.4576994,2.0,0.0,0.28647503,2.0,0.27788836,2.0,0.17630465,0.42978317,2.0,0.0,0.40444887,-2.0,2.0,28.0,1.0,27.0,28.0,-26.0,0.0,0.0,0.0,0.0,0.0,37.0,1068.0,0.0,0.0,0.0,0.0
43.435825,75.590485,0.0,634.0,20.0,15.9985895,44.56087,0.0,473.0,2.0,15.469676,44.685085,473.0,1.0,40.97179,70.30784,0.0,479.0,18.0,0.528914,62.134968,-461.0,473.0,0.0,0.1932299,0.4576994,2.0,0.0,0.28647503,2.0,0.27788836,2.0,0.17630465,0.42978317,2.0,0.0,0.40444887,-2.0,2.0,24.0,24.0,0.0,24.0,24.0,0.0,0.0,0.0,0.0,0.0,15.0,877.0,0.0,0.0,0.0,1.0
6.3885713,8.053953,0.0,57.0,5.0,2.8,4.114087,0.0,28.0,1.0,2.3428571,4.179835,28.0,0.0,5.154286,5.8743186,0.0,31.0,4.0,0.45714286,5.043484,-18.0,28.0,0.0,0.011428571,0.10629186,1.0,0.0,0.07537661,1.0,0.07537661,1.0,0.011428571,0.10629186,1.0,0.0,0.1069045,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,15.0,555.0,0.0,0.0,0.0,1.0
29.230146,43.895878,0.0,319.0,14.0,12.170178,24.497517,0.0,203.0,5.0,11.06321,24.808521,203.0,3.0,25.379255,41.29,0.0,285.0,11.0,1.1069692,32.091972,-198.0,196.0,0.0,1.2252836,1.9255536,11.0,1.0,1.1780112,10.0,1.174552,10.0,1.0534846,1.7349656,11.0,0.0,1.6395345,-10.0,9.0,58.0,2.0,24.0,54.0,-22.0,0.0,0.0,0.0,0.0,0.0,59.0,3898.0,0.0,0.0,0.0,1.0
0.4722222,1.0925534,0.0,7.0,0.0,0.2777778,0.9312808,0.0,7.0,0.0,0.125,0.40611643,2.0,0.0,0.29166666,0.69597054,0.0,3.0,0.0,0.15277778,0.9952627,-2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8430.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,269.0,3.0,76.0,196.0,-73.0,2.0,0.0,0.0,2.0,0.0,63.0,6729.0,1.0,0.0,0.0,1.0
0.26086956,0.5289359,0.0,2.0,0.0,0.13043478,0.33678117,0.0,1.0,0.0,0.08695652,0.28177133,1.0,0.0,0.2173913,0.412471,0.0,1.0,0.0,0.04347826,0.3585309,-1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,3139.0,0.0,0.0,0.0,0.0
27.230215,45.97095,0.0,371.0,14.0,10.784173,24.209942,0.0,228.0,4.0,9.9976015,24.40029,228.0,2.0,22.563549,39.76129,0.0,337.0,10.0,0.7865707,30.358133,-156.0,228.0,0.0,0.110311754,0.3562584,2.0,0.0,0.21470532,2.0,0.20952702,2.0,0.09832134,0.32100272,2.0,0.0,0.28970176,-2.0,2.0,27.0,7.0,15.0,13.0,-8.0,0.0,0.0,0.0,0.0,0.0,58.0,1624.0,0.0,0.0,0.0,1.0
203.3277,183.16148,0.0,2011.0,158.0,75.605804,115.534096,0.0,1366.0,28.0,72.02055,116.950424,1366.0,22.0,188.36034,171.65387,0.0,1932.0,151.0,3.585248,167.25623,-778.0,1366.0,-10.0,2.4486094,2.8532352,25.0,2.0,1.739243,13.0,1.7391464,13.0,2.2454655,2.7303593,25.0,1.0,2.4566314,-12.0,13.0,23.0,23.0,0.0,23.0,23.0,0.0,0.0,0.0,0.0,0.0,9.0,7513.0,0.0,0.0,0.0,7.0
39.644764,77.91702,0.0,798.0,4.0,16.7577,48.670017,0.0,568.0,1.0,14.958932,41.822918,397.0,0.0,32.468174,63.015385,0.0,397.0,3.0,1.7987679,58.470097,-394.0,397.0,0.0,1.5071869,1.9656835,10.0,1.0,1.2445395,8.0,1.2409533,8.0,1.2731006,1.7294868,8.0,1.0,1.7707446,-8.0,8.0,21.0,21.0,0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,11.0,3052.0,0.0,0.0,0.0,17.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,352.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,1373.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1628.0,0.0,0.0,0.0,0.0
12.907802,22.343832,0.0,150.0,6.0,6.638298,11.310747,0.0,101.0,3.0,4.5248227,11.1562605,101.0,1.0,7.8510637,15.420322,0.0,99.0,3.0,2.113475,12.8858,-66.0,100.0,1.0,0.035460994,0.18494192,1.0,0.0,0.14430489,1.0,0.11825058,1.0,0.0,0.0,0.0,0.0,0.1881773,-1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,6.0,3236.0,0.0,0.0,0.0,74.0
1.5876288,3.2356029,0.0,12.0,0.0,0.58762884,1.9251595,0.0,12.0,0.0,0.5154639,1.9109743,12.0,0.0,1.4742268,3.1429605,0.0,12.0,0.0,0.072164945,2.73672,-12.0,12.0,0.0,0.010309278,0.10100988,1.0,0.0,0.10100988,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10100988,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,2362.0,0.0,0.0,0.0,0.0
203.3277,183.16148,0.0,2011.0,158.0,75.605804,115.534096,0.0,1366.0,28.0,72.02055,116.950424,1366.0,22.0,188.36034,171.65387,0.0,1932.0,151.0,3.585248,167.25623,-778.0,1366.0,-10.0,2.4486094,2.8532352,25.0,2.0,1.739243,13.0,1.7391464,13.0,2.2454655,2.7303593,25.0,1.0,2.4566314,-12.0,13.0,218.0,2.0,216.0,217.0,-214.0,6.0,0.0,6.0,6.0,-6.0,39.0,4505.0,0.0,0.0,0.0,0.0
29.350878,50.637165,1.0,241.0,13.0,10.982456,30.52781,0.0,226.0,3.0,10.666667,30.626404,226.0,2.0,25.807018,49.52208,1.0,233.0,12.0,0.31578946,43.9466,-212.0,226.0,-1.0,0.19298245,0.47530589,2.0,0.0,0.3392821,2.0,0.3392821,2.0,0.15789473,0.4507099,2.0,0.0,0.49559462,-2.0,2.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,1.0
203.3277,183.16148,0.0,2011.0,158.0,75.605804,115.534096,0.0,1366.0,28.0,72.02055,116.950424,1366.0,22.0,188.36034,171.65387,0.0,1932.0,151.0,3.585248,167.25623,-778.0,1366.0,-10.0,2.4486094,2.8532352,25.0,2.0,1.739243,13.0,1.7391464,13.0,2.2454655,2.7303593,25.0,1.0,2.4566314,-12.0,13.0,143.0,143.0,0.0,143.0,143.0,8.0,8.0,0.0,8.0,8.0,14.0,4316.0,0.0,0.0,0.0,24.0
56.512093,77.44283,0.0,438.0,32.0,19.29653,49.221344,0.0,432.0,0.0,18.96635,49.304424,432.0,0.0,55.904312,76.86408,0.0,438.0,31.0,0.33017877,72.22775,-426.0,432.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,3.0,3.0,-3.0,0.0,0.0,0.0,0.0,0.0,46.0,5538.0,0.0,0.0,0.0,0.0
123.86919,129.56622,0.0,1065.0,87.0,43.32897,62.774147,0.0,491.0,19.5,41.185562,64.40761,491.0,14.0,110.30087,119.25423,0.0,786.0,74.0,2.143411,90.3664,-418.0,491.0,-3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,17.0,44.0,46.0,-27.0,0.0,0.0,0.0,0.0,0.0,39.0,1961.0,0.0,0.0,0.0,5.0
0.33333334,1.2472191,0.0,6.0,0.0,0.22222222,0.7856742,0.0,3.0,0.0,0.11111111,0.56655777,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11111111,0.56655777,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,-1.0,0.0,0.0,0.0,0.0,0.0,36.0,1973.0,0.0,0.0,0.0,0.0
23.333334,31.140362,4.0,94.0,8.0,12.25,21.405315,0.0,79.0,4.0,9.166667,21.21255,79.0,3.0,16.583334,23.06678,4.0,68.0,7.0,3.0833333,30.23094,-72.0,71.0,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,10.0,7.0,17.0,3.0,1.0,1.0,0.0,1.0,1.0,32.0,1961.0,0.0,0.0,0.0,0.0
0.2635135,0.9611472,0.0,6.0,0.0,0.10135135,0.5543424,0.0,6.0,0.0,0.0945946,0.5494203,6.0,0.0,0.24324325,0.90510285,0.0,6.0,0.0,0.006756757,0.7578117,-6.0,6.0,0.0,0.3783784,0.67188126,3.0,0.0,0.45103565,3.0,0.4405903,3.0,0.3243243,0.58374625,2.0,0.0,0.6365711,-3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,1263.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,1267.0,8.0,0.0,0.0,0.0
203.3277,183.16148,0.0,2011.0,158.0,75.605804,115.534096,0.0,1366.0,28.0,72.02055,116.950424,1366.0,22.0,188.36034,171.65387,0.0,1932.0,151.0,3.585248,167.25623,-778.0,1366.0,-10.0,2.4486094,2.8532352,25.0,2.0,1.739243,13.0,1.7391464,13.0,2.2454655,2.7303593,25.0,1.0,2.4566314,-12.0,13.0,61.0,23.0,38.0,60.0,-15.0,0.0,0.0,0.0,0.0,0.0,31.0,616.0,0.0,0.0,0.0,0.0
122.81293,109.9611,0.0,1069.0,89.0,44.894543,74.54753,0.0,1046.0,12.0,42.81889,74.72735,1046.0,9.0,114.79688,101.55803,0.0,1047.0,84.0,2.0756533,111.18134,-1027.0,1046.0,-4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,406.0,0.0,0.0,0.0,0.0
43.435825,75.590485,0.0,634.0,20.0,15.9985895,44.56087,0.0,473.0,2.0,15.469676,44.685085,473.0,1.0,40.97179,70.30784,0.0,479.0,18.0,0.528914,62.134968,-461.0,473.0,0.0,0.1932299,0.4576994,2.0,0.0,0.28647503,2.0,0.27788836,2.0,0.17630465,0.42978317,2.0,0.0,0.40444887,-2.0,2.0,2.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,1401.0,0.0,0.0,0.0,0.0
11.342465,19.487417,0.0,85.0,4.0,4.150685,10.913949,0.0,75.0,0.0,4.1369863,10.918522,75.0,0.0,10.643836,18.583664,0.0,75.0,3.0,0.01369863,14.754144,-65.0,75.0,0.0,0.08219178,0.27465668,1.0,0.0,0.16323802,1.0,0.16323802,1.0,0.08219178,0.27465668,1.0,0.0,0.2340823,-1.0,1.0,6.0,0.0,6.0,6.0,-6.0,0.0,0.0,0.0,0.0,0.0,46.0,2304.0,0.0,0.0,0.0,0.0
16.11111,30.186255,0.0,76.0,0.0,8.444445,21.52059,0.0,69.0,0.0,7.6666665,21.684608,69.0,0.0,12.666667,23.697163,0.0,57.0,0.0,0.7777778,30.911263,-62.0,69.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,10.0,31399.0,0.0,0.0,0.0,8.0
